Frame 333: red, (832.974365234375, 176.02606201171875), (884.9296875, 294.63531494140625)
Frame 333: blue, (55.48653793334961, 598.5589599609375), (170.5052490234375, 720.0)
Frame 336: blue, (248.5814666748047, 623.8162841796875), (368.89129638671875, 720.0)
Frame 336: red, (1083.458251953125, 603.1627197265625), (1203.673583984375, 720.0)
Frame 336: red, (811.4956665039062, 555.7181396484375), (944.0145874023438, 720.0)
Frame 336: red, (672.3380126953125, 239.73089599609375), (769.3677978515625, 317.53375244140625)
Frame 336: blue, (472.59173583984375, 190.78585815429688), (540.2093505859375, 258.7593688964844)
Frame 336: blue, (373.4151611328125, 189.0154266357422), (438.4306640625, 295.50347900390625)
Frame 336: blue, (367.2047119140625, 256.9520568847656), (447.2080078125, 347.6651916503906)
Frame 336: blue, (68.73812866210938, 598.367919921875), (174.45269775390625, 720.0)
Frame 336: red, (833.3583984375, 175.29339599609375), (884.838134765625, 294.69183349609375)
Frame 339: red, (811.3890380859375, 557.207275390625), (943.3507080078125, 720.0)
Frame 339: blue, (248.53558349609375, 623.8575439453125), (368.8509521484375, 720.0)
Frame 339: red, (1084.056640625, 603.87158203125), (1203.845947265625, 720.0)
Frame 339: red, (672.751220703125, 240.07275390625), (769.6025390625, 316.953125)
Frame 339: blue, (471.4105224609375, 191.60592651367188), (539.8125, 259.1745910644531)
Frame 339: blue, (373.6318664550781, 189.1717987060547), (441.4084777832031, 297.84698486328125)
Frame 339: blue, (69.1927490234375, 599.2827758789062), (177.70535278320312, 720.0)
Frame 339: blue, (367.00213623046875, 256.80169677734375), (447.33966064453125, 348.54644775390625)
Frame 339: red, (832.880126953125, 175.27178955078125), (884.978515625, 294.23907470703125)
Frame 342: blue, (249.17330932617188, 623.581787109375), (368.4422302246094, 720.0)
Frame 342: red, (1084.70751953125, 603.14013671875), (1203.2744140625, 720.0)
Frame 342: red, (812.669677734375, 557.99853515625), (943.00390625, 720.0)
Frame 342: red, (672.2470092773438, 240.3465576171875), (769.5952758789062, 316.8004150390625)
Frame 342: blue, (73.76026153564453, 596.6583251953125), (185.08917236328125, 720.0)
Frame 342: blue, (471.953857421875, 191.96221923828125), (540.4841918945312, 260.266357421875)
Frame 342: blue, (374.91986083984375, 189.27220153808594), (442.30853271484375, 299.6549072265625)
Frame 342: blue, (366.358642578125, 259.51202392578125), (447.80853271484375, 353.33721923828125)
Frame 342: red, (833.760498046875, 173.17599487304688), (885.701904296875, 293.7875671386719)
Frame 345: red, (809.67626953125, 559.801025390625), (941.61572265625, 720.0)
Frame 345: blue, (249.6878662109375, 623.9102783203125), (369.07830810546875, 720.0)
Frame 345: red, (1083.248779296875, 603.5262451171875), (1205.272705078125, 720.0)
Frame 345: red, (672.505615234375, 238.85784912109375), (771.459716796875, 316.6033935546875)
Frame 345: blue, (473.68408203125, 190.8905029296875), (542.0757446289062, 260.30224609375)
Frame 345: blue, (375.0217590332031, 191.1627655029297), (443.0171203613281, 297.49615478515625)
Frame 345: blue, (76.98114776611328, 594.2608642578125), (187.785888671875, 720.0)
Frame 345: blue, (365.7677001953125, 256.21661376953125), (449.5711669921875, 354.59234619140625)
Frame 345: red, (834.5018920898438, 175.827880859375), (885.8015747070312, 292.9168701171875)
Frame 348: red, (805.848876953125, 557.38134765625), (939.995849609375, 720.0)
Frame 348: blue, (249.0085906982422, 623.3994140625), (369.87298583984375, 720.0)
Frame 348: red, (1082.572998046875, 604.0411376953125), (1204.963623046875, 720.0)
Frame 348: blue, (82.306396484375, 590.0263671875), (193.97561645507812, 720.0)
Frame 348: red, (672.357177734375, 239.34439086914062), (771.353759765625, 317.0137023925781)
Frame 348: blue, (473.922119140625, 190.36279296875), (542.14306640625, 260.5625305175781)
Frame 348: blue, (374.103271484375, 189.0811004638672), (442.4903564453125, 294.60333251953125)
Frame 348: blue, (365.9754638671875, 253.56036376953125), (449.6982421875, 351.6978759765625)
Frame 348: red, (837.1165771484375, 175.9979248046875), (888.8336181640625, 291.54608154296875)
Frame 351: red, (802.9144287109375, 556.583251953125), (936.5064697265625, 720.0)
Frame 351: blue, (83.30081939697266, 590.3504638671875), (194.97048950195312, 720.0)
Frame 351: red, (1082.7021484375, 607.094970703125), (1206.21484375, 720.0)
Frame 351: blue, (248.93600463867188, 623.152587890625), (369.6479797363281, 720.0)
Frame 351: red, (672.0174560546875, 239.75567626953125), (771.0670166015625, 316.87554931640625)
Frame 351: blue, (473.00335693359375, 191.730712890625), (543.454833984375, 263.24725341796875)
Frame 351: blue, (372.9832763671875, 191.29193115234375), (442.66748046875, 296.0325927734375)
Frame 351: blue, (365.1484375, 255.22134399414062), (448.88134765625, 351.8124084472656)
Frame 351: red, (839.3553466796875, 176.5671844482422), (890.9591064453125, 290.41790771484375)
Frame 354: blue, (83.27505493164062, 588.960205078125), (196.5413818359375, 720.0)
Frame 354: red, (1087.8348388671875, 604.507568359375), (1209.8385009765625, 720.0)
Frame 354: red, (803.001953125, 551.974609375), (932.8267822265625, 720.0)
Frame 354: blue, (249.40081787109375, 623.0726318359375), (368.7874755859375, 720.0)
Frame 354: red, (672.078125, 239.75396728515625), (770.7548828125, 316.80841064453125)
Frame 354: blue, (473.09521484375, 192.20721435546875), (543.8270263671875, 263.77435302734375)
Frame 354: blue, (373.59259033203125, 191.60372924804688), (443.571533203125, 296.7562561035156)
Frame 354: blue, (364.94293212890625, 255.82461547851562), (448.96820068359375, 352.4702453613281)
Frame 354: red, (841.4397583007812, 179.5484161376953), (892.1834106445312, 287.24176025390625)
Frame 357: blue, (87.09881591796875, 588.69580078125), (200.70486450195312, 720.0)
Frame 357: red, (1091.439697265625, 602.8046875), (1214.142822265625, 720.0)
Frame 357: red, (803.6253662109375, 554.083740234375), (932.8843994140625, 720.0)
Frame 357: blue, (249.2584228515625, 623.090576171875), (368.73248291015625, 720.0)
Frame 357: red, (673.0259399414062, 239.55389404296875), (771.0847778320312, 317.12811279296875)
